序号,交易日期,客户ID,交易金额,交易次数,成员类型,省份
58655,2017/6/25,C085510041,4188.43,33,线上成员,广西
58656,2017/6/25,C085710007,147.28,2,线下成员,上海
58657,2017/6/25,C085710028,779.5,9,线下成员,青海
58658,2017/6/25,C085710029,3926.34,27,线上成员,江苏
58659,2017/6/25,C085740011,175.95,5,线上成员,上海
58660,2017/6/25,C085740027,2812.35,15,自助成员,青海
58661,2017/6/25,C085920012,978.14,7,自助成员,甘肃
58662,2017/6/25,C086320008,8,1,自助成员,甘肃
58663,2017/6/25,C087100003,98225,11,线上成员,广西
58664,2017/6/25,C087310004,646.06,10,线下成员,宁夏
58665,2017/6/25,C087310007,3194.62,42,线上成员,西藏
58666,2017/6/25,C087310048,159.59,2,线下成员,宁夏
58667,2017/6/25,C087690008,3485.62,9,线下成员,广州
58668,2017/6/25,C088710018,501.2,7,自助成员,西藏
58669,2017/6/25,C090100037,541.4,2,自助成员,西藏
58670,2017/6/25,C090210002,234.3,1,线下成员,青海
58671,2017/6/25,C090210012,651,1,线上成员,宁夏
58672,2017/6/25,C090220001,414.5,2,自助成员,西藏
58673,2017/6/25,C090270001,1,10,线下成员,广西
58674,2017/6/25,C090270005,1,10,线上成员,宁夏
58675,2017/6/25,C090270010,9.9,10,自助成员,江苏
58676,2017/6/25,C090270011,9.9,10,线下成员,宁夏
58677,2017/6/25,C090270013,9.9,10,自助成员,甘肃
58678,2017/6/25,C090270016,1,10,自助成员,甘肃
58679,2017/6/25,C090270017,9.9,10,线下成员,宁夏
58680,2017/6/25,C093150004,1963.88,15,自助成员,宁夏
58681,2017/6/25,C095430003,102.86,1,线下成员,内蒙
58682,2017/6/25,C095730006,226.2,1,自助成员,江苏
58683,2017/6/25,C097160001,9.9,10,线下成员,宁夏
58684,2017/6/25,C097160003,528.82,3,线下成员,宁夏
58685,2017/6/25,C4201-39,3786.6,4,线上成员,西藏
58686,2017/6/25,Z03024,797,2,线下成员,上海
58687,2017/6/25,Z03053,90.5,1,自助成员,宁夏
58688,2017/6/26,149,50,10,线下成员,西藏
58689,2017/6/26,205,3912.78,51,自助成员,广西
58690,2017/6/26,261,1144.95,17,线上成员,广西
58691,2017/6/26,313,1764.2,20,自助成员,上海
58692,2017/6/26,447,728.3,3,线下成员,西藏
58693,2017/6/26,451,340.99,38,自助成员,西藏
58694,2017/6/26,667,2365.31,18,自助成员,广州
58695,2017/6/26,887,2247.34,11,线下成员,甘肃
58696,2017/6/26,1096,358.25,3,自助成员,上海
58697,2017/6/26,1113,5.00E+05,100,线上成员,上海
58698,2017/6/26,1338,5683.46,46,线下成员,甘肃
58699,2017/6/26,1661,137.54,2,线下成员,甘肃
58700,2017/6/26,1914,4922.09,12,线下成员,上海
58701,2017/6/26,2566,4524.62,42,线上成员,上海
58702,2017/6/26,2721,1226.28,11,线下成员,青海
58703,2017/6/26,2947,1705.25,12,线下成员,甘肃
58704,2017/6/26,3229,79955,40,线下成员,广西
58705,2017/6/26,3356,11975.36,31,线下成员,广西
58706,2017/6/26,3937,2,20,线上成员,广西
58707,2017/6/26,4871,256.1,3,自助成员,江苏
58708,2017/6/26,5099,224,1,线上成员,广西
58709,2017/6/26,5228,4233.07,26,线上成员,甘肃
58710,2017/6/26,5278,7642.2,19,线下成员,广州
58711,2017/6/26,5412,452.75,5,线上成员,宁夏
58712,2017/6/26,5724,414.7,3,线下成员,江苏
58713,2017/6/26,5864,19980,20,线上成员,宁夏
58714,2017/6/26,5878,60,1,自助成员,广西
58715,2017/6/26,6189,152,1,线上成员,青海
58716,2017/6/26,6439,4750.25,3,线上成员,宁夏
58717,2017/6/26,6707,69.55,2,线下成员,广西
58718,2017/6/26,6810,1299.21,15,自助成员,青海
58719,2017/6/26,6813,4011.38,34,线下成员,广西
58720,2017/6/26,6961,5011,2,线下成员,宁夏
58721,2017/6/26,7437,1428.1,23,线上成员,青海
58722,2017/6/26,7603,4696.22,35,线下成员,江苏
58723,2017/6/26,9010,200,1,自助成员,内蒙
58724,2017/6/26,9208,1002.8,10,自助成员,内蒙
58725,2017/6/26,9255,1002.8,10,线下成员,上海
58726,2017/6/26,9757,981.7,7,线下成员,西藏
58727,2017/6/26,10033,2310,2,线下成员,上海
58728,2017/6/26,10321,1500,30,线下成员,西藏
58729,2017/6/26,10475,1627.83,14,自助成员,内蒙
58730,2017/6/26,10643,3761.54,36,线上成员,广西
58731,2017/6/26,10840,50,10,线上成员,甘肃
58732,2017/6/26,11511,50,10,线上成员,内蒙
58733,2017/6/26,11618,20010,10,自助成员,宁夏
58734,2017/6/26,11655,50,10,线下成员,青海
58735,2017/6/26,11788,4960.58,46,线下成员,广州
58736,2017/6/26,12040,20010,10,线下成员,甘肃
58737,2017/6/26,12216,4298,6,线上成员,西藏
58738,2017/6/26,12238,50,10,线上成员,广州
58739,2017/6/26,13243,2672.69,12,线下成员,江苏
58740,2017/6/26,13438,59,1,线下成员,甘肃
58741,2017/6/26,14131,30038.2,16,自助成员,上海
58742,2017/6/26,14387,1738.4,8,线下成员,广西
58743,2017/6/26,14634,1014.93,8,线下成员,西藏
58744,2017/6/26,14638,1002.8,10,线上成员,宁夏
58745,2017/6/26,14678,20010,10,线上成员,广西
58746,2017/6/26,14713,2858.2,40,线下成员,内蒙
58747,2017/6/26,14714,237.79,2,线下成员,内蒙
58748,2017/6/26,1001-1505,293.7,4,线下成员,内蒙
58749,2017/6/26,100729,4261.02,21,线上成员,上海
58750,2017/6/26,100756,709.6,10,自助成员,广州
58751,2017/6/26,100762,6468.01,61,自助成员,甘肃
58752,2017/6/26,100888,74.5,4,自助成员,上海
58753,2017/6/26,100904-3240,565.65,2,线下成员,西藏
58754,2017/6/26,100972,0,10,线下成员,甘肃
58755,2017/6/26,1011-121,5216.73,27,线上成员,广西
58756,2017/6/26,1011-136,5196.66,44,自助成员,甘肃
58757,2017/6/26,1011-32,1068.9,2,线上成员,广西
58758,2017/6/26,101108-3215,8198.02,12,自助成员,广西
58759,2017/6/26,1207-1329,280200,300,自助成员,广州
58760,2017/6/26,1301-1636,2904,9,线下成员,上海
58761,2017/6/26,1301-1643,55138.8,30,线上成员,青海
58762,2017/6/26,1301-272,550,2,自助成员,甘肃
58763,2017/6/26,1301-47,1531.35,2,线上成员,江苏
58764,2017/6/26,1301-842,935.25,6,线下成员,上海
58765,2017/6/26,1301-861,8013.89,21,线下成员,甘肃
58766,2017/6/26,1301-872,759.75,7,线上成员,甘肃
58767,2017/6/26,1301-873,1611.8,8,线上成员,西藏
58768,2017/6/26,1301-878,1758.2,3,线上成员,西藏
58769,2017/6/26,1301-892,100,1,线下成员,西藏
58770,2017/6/26,1301-894,5954.98,22,线下成员,广州
58771,2017/6/26,1303-837,200,1,线下成员,广西
58772,2017/6/26,1303-849,708.09,6,自助成员,江苏
58773,2017/6/26,130304-847,2365,2,线上成员,内蒙
58774,2017/6/26,1306-1634,1657.3,9,线下成员,宁夏
58775,2017/6/26,1306-3216,45,1,线下成员,内蒙
58776,2017/6/26,1306-839,90000,47,线下成员,上海
58777,2017/6/26,1307-3217,300,1,自助成员,青海
58778,2017/6/26,1310-1638,204.75,1,线上成员,宁夏
58779,2017/6/26,1310-296,933,2,线下成员,广西
58780,2017/6/26,1401-112,7174,48,自助成员,广西
58781,2017/6/26,1401-1263,257552,242,自助成员,广州
58782,2017/6/26,1401-1304,1820.66,8,线上成员,西藏
58783,2017/6/26,1401-1307,9005,29,线下成员,江苏
58784,2017/6/26,1401-8,356,3,线上成员,上海
58785,2017/6/26,1403-906,640,1,自助成员,上海
58786,2017/6/26,1405-1644,1336.5,2,线上成员,青海
58787,2017/6/26,140504-1258,20003.3,11,自助成员,宁夏
58788,2017/6/26,140504-1645,1030,6,线下成员,内蒙
58789,2017/6/26,1501-1325,10,1,线下成员,上海
58790,2017/6/26,1501-1334,10,1,线下成员,宁夏
58791,2017/6/26,1501-1351,5,1,线上成员,广西
58792,2017/6/26,1501-1366,55.9,1,线上成员,江苏
58793,2017/6/26,1601-1811,1625.25,9,自助成员,宁夏
58794,2017/6/26,1601-49,4495,4,线下成员,西藏
58795,2017/6/26,1601-932,2748.38,15,线上成员,内蒙
58796,2017/6/26,1601-9631,3216.4,14,自助成员,青海
58797,2017/6/26,1601-998,141.5,2,自助成员,广西
58798,2017/6/26,1602-12,1253.9,3,线上成员,上海
58799,2017/6/26,1602-1653,85,1,线上成员,上海
58800,2017/6/26,1602-1669,16410,10,线上成员,广西
58801,2017/6/26,1602-1682,4314.09,30,线下成员,宁夏
58802,2017/6/26,1602-1683,872.56,6,自助成员,内蒙
58803,2017/6/26,1602-1685,1890.16,15,线下成员,内蒙
58804,2017/6/26,1602-3393,1300,1,线上成员,甘肃
58805,2017/6/26,1602-3397,743,2,线下成员,甘肃
58806,2017/6/26,1604-70,6902.31,50,线上成员,上海
58807,2017/6/26,1608-1742,1571.31,5,自助成员,上海
58808,2017/6/26,1609-26,1584.3,35,线上成员,西藏
58809,2017/6/26,1611-992,64.78,1,线下成员,广州
58810,2017/6/26,1612-5,1303.1,13,线下成员,宁夏
58811,2017/6/26,1701-11,1050.58,6,自助成员,青海
58812,2017/6/26,1701-195,1085.42,11,线下成员,青海
58813,2017/6/26,1701-2165,6077.32,31,线下成员,广西
58814,2017/6/26,1701-2179,438,2,自助成员,广州
58815,2017/6/26,1701-2198,755.17,5,线下成员,宁夏
58816,2017/6/26,1702-14,200,1,自助成员,宁夏
58817,2017/6/26,1702-2262,227.5,2,线下成员,甘肃
58818,2017/6/26,1702-2269,727,1,线上成员,内蒙
58819,2017/6/26,1702-2289,96.56,1,自助成员,青海
58820,2017/6/26,1702-2313,950,1,线下成员,上海
58821,2017/6/26,1702-2340,2100,1,线上成员,宁夏
58822,2017/6/26,170207-215,4793.59,14,线上成员,宁夏
58823,2017/6/26,1704-21,178.75,1,线上成员,青海
58824,2017/6/26,1704-2178,59,1,线上成员,广西
58825,2017/6/26,1710-34,29,2,线上成员,青海
58826,2017/6/26,180402-132,295,2,自助成员,广州
58827,2017/6/26,1807-2122,100899,101,线上成员,甘肃
58828,2017/6/26,1902-137,2296.99,26,线上成员,西藏
58829,2017/6/26,1902-18,10,1,线上成员,甘肃
58830,2017/6/26,1902-2400,3855.77,56,线上成员,内蒙
58831,2017/6/26,1902-2426,300,10,线上成员,宁夏
58832,2017/6/26,1903-2433,870.9,3,线下成员,青海
58833,2017/6/26,1905-2444,1327.05,5,线上成员,广西
58834,2017/6/26,1905-2451,632.82,2,线上成员,广西
58835,2017/6/26,1905-2461,620,4,线下成员,上海
58836,2017/6/26,1905-2462,1815,2,自助成员,上海
58837,2017/6/26,1905-2467,660,4,自助成员,宁夏
58838,2017/6/26,190506-2455,6492,6,线下成员,甘肃
58839,2017/6/26,2001-231,4733.24,32,线下成员,青海
58840,2017/6/26,2101-1850,150000,30,线上成员,甘肃
58841,2017/6/26,2101-1858,4172.68,68,线上成员,西藏
58842,2017/6/26,2101-1869,229.5,2,线下成员,广西
58843,2017/6/26,2101-48,21569.03,27,自助成员,上海
58844,2017/6/26,2102-167,7785.18,41,线下成员,宁夏
58845,2017/6/26,2102-19,41074.16,29,线上成员,广西
58846,2017/6/26,2102-3295,98,1,线下成员,江苏
58847,2017/6/26,2102-3300,1630,1,线上成员,上海
58848,2017/6/26,2102-3318,7119,9,线下成员,甘肃
58849,2017/6/26,2102-3319,2276.59,17,线下成员,宁夏
58850,2017/6/26,2102-3332,373,1,线下成员,上海
58851,2017/6/26,2103-1910,302.59,3,线下成员,青海
58852,2017/6/26,2103-1943,3466.46,32,线上成员,上海
58853,2017/6/26,2103-3284,3102.97,21,线上成员,内蒙
58854,2017/6/26,74266,5578,11,线下成员,广西
58855,2017/6/26,210405-304,150,20,线上成员,青海
58856,2017/6/26,75515,4091.15,3,线上成员,西藏
58857,2017/6/26,2106-3158,10,1,自助成员,江苏
58858,2017/6/26,2106-3195,1271.4,6,自助成员,宁夏
58859,2017/6/26,210711-23,1753,7,自助成员,青海
58860,2017/6/26,2111-224,1814,3,线上成员,江苏
58861,2017/6/26,2113-1997,1237.68,5,线下成员,内蒙
58862,2017/6/26,2113-2031,2837.95,42,线上成员,宁夏
58863,2017/6/26,2113-2051,564056.96,269,线下成员,甘肃
58864,2017/6/26,2113-44,249.2,2,自助成员,上海
58865,2017/6/26,211310-2002,20.35,1,自助成员,甘肃
58866,2017/6/26,2114-171,392.25,9,线下成员,广西
58867,2017/6/26,2114-69,2520.4,4,线上成员,内蒙
58868,2017/6/26,211508-2531,218,1,自助成员,西藏
58869,2017/6/26,2201-123,2990.15,24,线下成员,宁夏
58870,2017/6/26,2201-1595,1285.1,22,线下成员,内蒙
58871,2017/6/26,2201-1614,4050.53,39,自助成员,广西
58872,2017/6/26,2201-1618,701,11,线上成员,内蒙
58873,2017/6/26,2201-961,3778.36,59,自助成员,甘肃
58874,2017/6/26,220105-107,330,1,线下成员,广西
58875,2017/6/26,220108-100,702.27,4,线上成员,江苏
58876,2017/6/26,2204-1624,1010,3,线下成员,甘肃
58877,2017/6/26,220604-1544,600,1,线下成员,青海
58878,2017/6/26,220808-1588,310,2,线下成员,广西
58879,2017/6/26,2211-1632,610,6,自助成员,上海
58880,2017/6/26,2211-1633,440,1,线下成员,广西
58881,2017/6/26,2216-104,12762.88,18,线下成员,甘肃
58882,2017/6/26,2217-1547,998,1,线上成员,甘肃
58883,2017/6/26,2218-1554,330,1,线上成员,青海
58884,2017/6/26,2301-1036,40000,40,线上成员,广州
58885,2017/6/26,2301-1037,40000,40,线下成员,甘肃
58886,2017/6/26,2301-1054,2073.34,38,自助成员,宁夏
58887,2017/6/26,2301-13,3363.97,5,自助成员,上海
58888,2017/6/26,2301-137,500,1,线上成员,广西
58889,2017/6/26,2301-1423,855000,475,线下成员,西藏
58890,2017/6/26,2301-2431,2849.94,17,线上成员,甘肃
58891,2017/6/26,2301-2575,728,2,自助成员,宁夏
58892,2017/6/26,2301-831,40000,37,自助成员,广西
58893,2017/6/26,2301-840,40000,40,线下成员,宁夏
58894,2017/6/26,2305-2544,72085.02,112,线下成员,青海
58895,2017/6/26,230508-2543,86562,12,自助成员,甘肃
58896,2017/6/26,2311-2592,96000,80,自助成员,西藏
58897,2017/6/26,2401-46,248.7,11,线上成员,青海
58898,2017/6/26,240109-2660,784210,1318,线上成员,西藏
58899,2017/6/26,240109-2666,0,10,线上成员,广州
58900,2017/6/26,240902-2742,291.7,2,线下成员,广州
58901,2017/6/26,219847,388,1,自助成员,内蒙
58902,2017/6/26,2501-40,1543.16,5,自助成员,江苏
58903,2017/6/26,2501-452,3.00E+05,117,线下成员,甘肃
58904,2017/6/26,219633,2002930.6,1727,线下成员,内蒙
58905,2017/6/26,219694,609.5,2,自助成员,青海
58906,2017/6/26,250103-496,256.2,3,线上成员,青海
58907,2017/6/26,250112-38,1025.72,6,线上成员,宁夏
58908,2017/6/26,2503-230,1237.8,7,自助成员,内蒙
58909,2017/6/26,2503-2828,255280,304,自助成员,江苏
58910,2017/6/26,2503-41,270,1,线上成员,青海
58911,2017/6/26,250602-2937,2105.19,38,线下成员,广州
58912,2017/6/26,251101-2770,10,10,自助成员,青海
58913,2017/6/26,251101-2776,10,10,线上成员,广西
58914,2017/6/26,251102-2778,10,10,线上成员,宁夏
58915,2017/6/26,251103-2771,10,10,自助成员,内蒙
58916,2017/6/26,251103-2773,10,10,线下成员,青海
58917,2017/6/26,251104-2772,10,10,线上成员,甘肃
58918,2017/6/26,2517-2880,2487.56,14,线上成员,江苏
58919,2017/6/26,329086,4083.6,28,自助成员,江苏
58920,2017/6/26,2801-104,3123.94,35,线下成员,江苏
58921,2017/6/26,2801-1121,233.97,3,线上成员,甘肃
58922,2017/6/26,2801-1131,109.61,1,线上成员,江苏
58923,2017/6/26,2801-1180,372.8,1,线下成员,广州
58924,2017/6/26,2801-1182,5031.9,42,线上成员,上海
58925,2017/6/26,2801-1200,66,1,自助成员,宁夏
58926,2017/6/26,2801-2749,754,7,自助成员,上海
58927,2017/6/26,2801-3002,566.77,5,自助成员,上海
58928,2017/6/26,2801-3088,4607.75,2,线上成员,广州
58929,2017/6/26,2801-36,1953,2,线下成员,上海
58930,2017/6/26,281803-1128,684.5,5,线上成员,江苏
58931,2017/6/26,2901-3021,526.05,2,自助成员,江苏
58932,2017/6/26,2901-3024,201600,100,线上成员,广西
58933,2017/6/26,2901-3027,1002.8,10,自助成员,西藏
58934,2017/6/26,2902-3080,1002.8,10,自助成员,江苏
58935,2017/6/26,290601-3084,1002.8,10,线下成员,宁夏
58936,2017/6/26,290708-3058,201600,100,线上成员,甘肃
58937,2017/6/26,3001-3100,9656.18,81,线上成员,甘肃
58938,2017/6/26,3201-1208,1700000,250,线上成员,甘肃
58939,2017/6/26,3201-270,2476.72,8,自助成员,西藏
58940,2017/6/26,3204-3221,47.24,1,线下成员,青海
58941,2017/6/26,320806-3069,175.5,1,线下成员,内蒙
58942,2017/6/26,4201-135,2.84,1,线下成员,内蒙
58943,2017/6/26,4201-1511,1042,2,线下成员,甘肃
58944,2017/6/26,4201-1520,2429.55,15,自助成员,甘肃
58945,2017/6/26,4201-225,5567.99,25,线下成员,西藏
58946,2017/6/26,4201-312,727,5,线上成员,内蒙
58947,2017/6/26,4201-3120,1430.95,12,线上成员,广州
58948,2017/6/26,4201-3122,520,3,线下成员,广州
58949,2017/6/26,4201-313,240,2,自助成员,青海
58950,2017/6/26,4201-325,820.54,9,自助成员,江苏
58951,2017/6/26,4201-332,2521,5,线上成员,广西
58952,2017/6/26,4201-345,1096,5,线上成员,甘肃
58953,2017/6/26,4201-365,24513.29,46,线下成员,青海
58954,2017/6/26,4201-375,45.5,1,线上成员,西藏
58955,2017/6/26,4201-391,6709.27,49,自助成员,广州
58956,2017/6/26,4201-398,51777,24,线上成员,甘肃
58957,2017/6/26,4201-408,20358,20,线上成员,甘肃
58958,2017/6/26,4301-50,7641.95,13,自助成员,广州
58959,2017/6/26,4301-563,183,1,自助成员,上海
58960,2017/6/26,4301-618,403.3,3,线下成员,内蒙
58961,2017/6/26,4301-652,507500,360,线上成员,青海
58962,2017/6/26,4401-45,46950.09,32,线下成员,广州
58963,2017/6/26,4401-709,0,10,自助成员,青海
58964,2017/6/26,4401-711,0,10,线上成员,上海
58965,2017/6/26,4401-720,0,10,线下成员,西藏
58966,2017/6/26,4401-738,0,10,自助成员,广州
58967,2017/6/26,4401-739,0,10,线下成员,内蒙
58968,2017/6/26,4401-745,717.45,2,线下成员,宁夏
58969,2017/6/26,4401-785,5980.54,17,线上成员,西藏
58970,2017/6/26,4501-17,92,4,线上成员,上海
58971,2017/6/26,4501-59,7864.4,10,自助成员,内蒙
58972,2017/6/26,C010100014,778,1,线下成员,青海
58973,2017/6/26,C010200004,1064900.98,918,线上成员,广州
58974,2017/6/26,C010210009,555,1,自助成员,青海
58975,2017/6/26,C010210016,382550,270,线上成员,广州
58976,2017/6/26,C010210042,1776.5,5,线下成员,甘肃
58977,2017/6/26,C010220012,0,10,线下成员,青海
58978,2017/6/26,C010220014,0.5,11,线上成员,西藏
58979,2017/6/26,C010220020,0,10,线下成员,江苏
58980,2017/6/26,C010220028,0,10,线上成员,江苏
58981,2017/6/26,C010220031,0,10,自助成员,甘肃
58982,2017/6/26,C010220032,0,10,线下成员,甘肃
58983,2017/6/26,C010220033,0,10,自助成员,甘肃
58984,2017/6/26,C010220034,0,10,线下成员,甘肃
58985,2017/6/26,C010220035,0,10,自助成员,上海
58986,2017/6/26,C010220043,0,10,自助成员,广州
58987,2017/6/26,C010220044,0,10,自助成员,甘肃
58988,2017/6/26,C010220049,0,10,自助成员,西藏
58989,2017/6/26,C010220050,0,10,线下成员,西藏
58990,2017/6/26,C010220053,0,10,线上成员,青海
58991,2017/6/26,C010220058,59,1,自助成员,广西
58992,2017/6/26,C010230058,500742.9,334,线下成员,甘肃
58993,2017/6/26,C010240003,300,2,线上成员,内蒙
58994,2017/6/26,C010240011,185,1,线下成员,西藏
58995,2017/6/26,C010240015,88127,45,线上成员,上海
58996,2017/6/26,C010250003,775,2,线上成员,甘肃
58997,2017/6/26,C010250019,272714,245,线上成员,广西
58998,2017/6/26,C010250028,762.85,7,自助成员,上海
58999,2017/6/26,C010270007,240000,160,线上成员,西藏
59000,2017/6/26,C010270010,3859.5,5,线下成员,内蒙
59001,2017/6/26,C010270042,460.07,4,线上成员,内蒙
59002,2017/6/26,C010280017,3945,11,线下成员,上海
59003,2017/6/26,C010280037,672750,230,线下成员,内蒙
